carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1027.076803970268
0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1737.6803070242722
0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,679.7057436502191
0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,4558.778334226861
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,11084.043396700315
0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,145.51507205600092
2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,13522.10027230953
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2163.3534286445074
0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,970.0907276835142
0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,420.54109906006306
0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,1016.6700241558883
1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,9304.556125073206
0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,379.4164051872135
1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,7349.66087275565
0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,176.7354114991408
1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,7940.837620636621
1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,5679.696001871865
0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,3242.1415516473207
1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,5409.622152082658
0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,954.731770654279
0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1987.4430225693895
0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1826.3891481388368
0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,67.71543614048687
0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1142.556232697788
0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,606.8582849495597
1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,5945.320099830888
1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8397.731081699996
1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,7261.956882410427
0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,26.088316882967774
0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,871.4775321392399
2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,13776.815165069498
0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,451.25901311853204
0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,876.9321347387659
2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,14232.703775363532
1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5845.199628132602
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,145.0126466713309
0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3376.9272638495895
1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,9408.623923217005
1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5388.808592453899
1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5554.814644099307
0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,1037.4835837846476
1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,5024.571298950603
1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,11282.274638558203
0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,3397.740823478349
1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,7089.993802780823
1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,6313.504719779697
1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,6525.587642512808
1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,5570.676026513212
1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,6042.92844460582
1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,9995.853344652463
0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,2423.5229240040044
0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,-519.0115599102992
0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,4746.100370885698
0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1799.116135141212
0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,239.1760903854206
0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,924.0138565958105
1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,5830.845521872709
2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,13376.405354908211
1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,5799.122757044898
1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,9948.269197410747
0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,114.29473261286194
0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1686.148833337044
0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,-5.132022560172118
1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,7173.248041295862
0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,-186.49703123481413
0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,902.6978715823798
1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,7391.287992013169
0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,892.2910917680001
0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,762.4575567805878
1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5560.269246698832
1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,9299.603947858352
0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,2132.1330892013684
0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,492.8861323760507
1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9668.793418576503
1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,7806.051908434354
0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,223.31470797151496
0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,-274.70344696470784
1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9471.064602103284
0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,467.62282091710676
1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,8054.80977321013
1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5435.387888926273
1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5690.605207070915
1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,8874.93567700746
0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4787.727490143217
1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,5414.574329297514
0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,659.3946094061289
0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,3450.2771479349176
0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,445.8044105190065
0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4646.984749956755
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,3843.2226539580024
0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,4558.778334226861
0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,145.51507205600092
1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,9408.623923217005
1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,6390.29950492587
0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,996.3588899117985
1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,5477.015008183793
0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3190.1076525754206
1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,10415.06701290383
1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,10301.094860330322
0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,3200.0120070051307
0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1903.6863586696809
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,7194.061600924622
0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,540.4702796177662
1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,8262.945369497727
0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3636.0919084397456
1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,11208.422329088204
0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,264.9418272290354
0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1686.148833337044
1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,8780.77223329337
0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,2815.4635792577456
0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1810.5277657249317
0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3288.2184227350253
1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7365.522255169556
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5648.475662428726
1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5524.0967300408365
0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3242.1415516473207
1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,9289.197168043971
2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,13158.365404190905
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,-77.97948126083065
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,47.906727281068015
0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,2142.037443631076
0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,980.9999328825652
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,-274.70344696470784
1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,5159.859436537542
0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,2247.6125179288865
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5877.424818345083
1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,11209.427179857543
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,5601.896365956351
0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,2002.2995542139552
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,5668.7867966728145
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,5544.407864284927
0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,5.274757254208453
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,5384.358840623713
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,114.29473261286194
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,4025.090088017315
1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,5606.848543171206
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,130.15611502676666
0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,731.2372173374479
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3101.3988114608574
0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,3200.514432389801
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,-456.06845563934985
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,6151.445994579803
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,140.56289484114632
0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,685.6627716344142
1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,6483.458097870616
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,166.32863168476115
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,8143.518614324695
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,7583.562205886861
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,13345.68744084974
0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,3096.4466342460028
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,497.3358842062362
0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1717.3691727801838
0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,78.12221595486653
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,8256.988341513534
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3916.070112658661
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,78.6246413395379
0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,503.79533757510126
0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,-25.94558218893144
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,4232.220833535571
1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5596.944188741496
0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,829.8504128817203
1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,9549.366663403467
0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,3168.7916675619917
0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,269.89400444388957
0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,788.7257190088721
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,876.9321347387659
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,5404.167549483133
1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,5783.763800015664
1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5456.201448555033
0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,3169.294092946662
0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,2397.254761775719
1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9174.722590085792
1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,5841.252301687088
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1753.5416894381774
1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,5513.689950226457
0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3174.246270161517
0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,1977.0362427550099
0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,783.2711164093471
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,3910.615510059136
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,1898.7341814548263
2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13688.608749339608
2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,14222.296995549154
1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,7013.70144301932
0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,3346.209349791119
1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,6058.287401635055
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,2069.6924103150886
1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,11145.981650201924
0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,93.4811729841017
0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1498.8267966782064
1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,6203.982319036374
0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,57.308656326107666
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1659.8806711087586
0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,4626.171190327995
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,109.34255539800733
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3252.5483314617004
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,3646.4986882541243
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6722.311608216684
1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,9347.188095100066
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,7059.2758887223545
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,6193.575539221994
1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5560.269246698832
0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,68.21786152515824
2.27,Premium,H,SI2,60.7,59.0,8.5,8.45,5.15,15498.311509640514
0.4,Premium,D,VS2,61.7,59.0,4.75,4.72,2.92,845.711795295626
0.39,Very Good,J,VS1,63.5,58.0,4.64,4.59,2.93,580.5901227212744
1.14,Premium,H,SI2,60.6,59.0,6.8,6.77,4.11,6717.35943100183
0.53,Ideal,E,VVS1,61.9,55.0,5.2,5.21,3.22,1836.2935025685465
0.4,Ideal,I,SI2,61.0,58.0,4.74,4.77,2.9,918.5592539962854
0.58,Premium,H,VS2,59.7,59.0,5.42,5.33,3.21,2454.240838062472
0.7,Premium,D,SI1,61.2,58.0,5.74,5.7,3.5,3231.73477183294
0.55,Ideal,H,IF,61.5,55.0,5.25,5.29,3.25,2033.5198936570941
0.72,Very Good,I,VS2,63.3,57.0,5.66,5.72,3.6,3168.7916675619917
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,5.274757254208453
1.02,Ideal,H,SI1,61.9,57.0,6.46,6.4,3.98,5648.475662428726
0.51,Very Good,I,SI1,63.5,55.0,5.07,5.11,3.23,1514.1857537074407
0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2697.041674854054
1.07,Ideal,H,SI1,61.1,56.0,6.63,6.6,4.04,6120.728080521335
0.43,Ideal,G,VVS1,61.8,55.0,4.87,4.9,3.02,1068.7039232277884
0.32,Premium,I,IF,60.3,58.0,4.41,4.45,2.67,369.00962537283385
0.28,Very Good,F,VS2,62.7,58.0,4.14,4.15,2.6,-191.95163383433828
1.7,Very Good,G,VS2,62.6,57.0,7.6,7.67,4.78,10866.003445983008
0.51,Very Good,I,SI1,62.5,58.0,5.05,5.12,3.18,1618.25355185124
0.71,Ideal,D,VS2,60.4,57.0,5.77,5.82,3.5,3392.7886462634942
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,814.491455852487
0.9,Ideal,G,SI1,60.2,56.0,6.24,6.29,3.77,4891.795288287017
0.59,Good,F,VS1,60.5,61.0,5.43,5.5,3.31,2448.786235462947
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,7314.493206866997
0.51,Premium,G,VS2,61.3,59.0,5.17,5.11,3.15,1743.1349096237986
0.5,Very Good,E,VS2,61.8,57.0,5.05,5.11,3.14,1613.3013746363854
1.01,Fair,H,SI2,64.9,56.0,6.33,6.25,4.08,5258.4726320818145
0.63,Premium,E,VS1,60.4,58.0,5.59,5.64,3.39,2770.3915589393837
0.72,Ideal,D,SI2,62.7,55.0,5.7,5.72,3.58,3231.2323464482706
0.3,Ideal,F,VS2,60.7,57.0,4.34,4.29,2.62,171.7832342842853
0.3,Ideal,E,VVS2,61.6,56.0,4.32,4.35,2.67,78.12221595486653
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,260.49207539884947
1.0,Very Good,E,SI2,63.2,56.0,6.33,6.36,4.01,5357.588253010759
1.17,Ideal,G,VS1,61.7,57.0,6.71,6.75,4.15,6836.283760790192
1.56,Very Good,H,VVS2,63.3,58.0,7.3,7.35,4.64,9703.961084465156
0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1986.4381718000495
0.41,Very Good,I,SI2,63.5,57.0,4.72,4.7,2.99,736.1893945523016
1.53,Very Good,I,VS1,62.8,55.0,7.35,7.4,4.63,9522.596075790514
0.52,Very Good,J,SI1,62.5,59.0,5.14,5.16,3.22,1696.0531877667536
0.4,Ideal,J,SI1,61.4,55.0,4.75,4.8,2.93,876.9321347387659
1.0,Premium,F,VS2,59.0,59.0,6.54,6.51,3.85,5794.673005214714
0.36,Ideal,F,VS1,61.5,55.0,4.57,4.61,2.82,555.3268112623305
0.41,Ideal,E,VS2,61.8,57.0,4.76,4.78,2.95,913.1046513967603
0.9,Premium,H,SI1,61.4,60.0,6.13,6.08,3.75,4766.913930514458
1.59,Premium,G,SI1,62.3,60.0,7.49,7.42,4.64,10041.427790355496
1.03,Premium,G,VS1,62.2,59.0,6.41,6.46,4.0,5695.0549589011
0.38,Premium,G,VS1,61.9,56.0,4.68,4.63,2.88,669.2989638358385
0.74,Ideal,E,SI2,59.2,59.0,5.92,5.97,3.52,3751.068911782593
1.5,Very Good,G,SI1,63.1,59.0,7.22,7.27,4.57,9257.976828600831
1.01,Good,E,SI1,59.3,64.0,6.47,6.49,3.84,5841.252301687088
1.71,Premium,H,VS2,62.5,58.0,7.64,7.52,4.74,10954.209861712901
0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4777.320710328839
1.09,Ideal,G,SI2,61.2,57.0,6.63,6.68,4.07,6265.920572537981
0.78,Very Good,E,VS1,60.0,56.0,6.0,6.03,3.61,3979.0132169296103
0.32,Ideal,D,VS2,61.5,56.0,4.41,4.44,2.72,244.1282676002752
0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,36.495096697348345
1.01,Premium,G,SI1,58.8,58.0,6.59,6.51,3.85,5893.286200758988
0.32,Ideal,D,VVS2,61.7,55.0,4.39,4.42,2.72,223.31470797151496
1.05,Premium,H,VS2,62.7,59.0,6.49,6.43,4.05,5798.620331660228
0.9,Ideal,H,SI1,61.1,58.0,6.24,6.19,3.79,4798.134269957598
0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,1882.8727990409207
1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,9310.01072767273
1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,5466.608228369413
1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,11332.801261476092
1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5227.2522926386755
1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,5871.970215745558
0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,234.22391317056508
2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,13443.798211009344
0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,2028.5677164422395
1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,5945.320099830888
1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,9127.64086822875
0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,1986.4381718000495
0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1463.156705404882
0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,4798.134269957598
0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,2241.1530645600205
0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,524.1064718191915
0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,4787.727490143217
0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,4082.578589688739
0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1623.7081544507641
1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,6654.416326730879
0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1872.466019226541
0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,-487.28879508248883
0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,5473.067681738278
0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,669.2989638358385
0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,275.3486070434142
0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,3267.9072884909347
1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,5840.247450917747
1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,6935.399381719135
0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4600.40545348438
0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1131.6470274987369
0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,3236.6869490477957
0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,3428.4587375368174
0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,3465.1336795794823
1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,6820.924803760957
1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,9365.489527805476
0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,-57.16592163207133
0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,2329.3594802899133
0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,192.09436852837598
1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9377.403583773867
0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,3148.480533317902
0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,4528.060420168392
0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,3127.6669736891417
0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,-383.72342232336086
0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,3106.8534140603824
1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,6058.287401635055
0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1246.6240308415863
1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,9782.26314576534
1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6851.642717819426
1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,7137.075524637869
0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,-207.31059086357345
0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,373.459377203018
0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,3106.8534140603824
0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,4740.645768286174
0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,207.4533255576098
2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,14424.475563852558
1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6976.021650207314
0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,-25.94558218893144
0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1821.4369709239822
0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1960.6724349564347
2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,13184.131141034517
0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,109.34255539800733
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,10705.954422321796
